MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,RoomsPerHousehold,BedroomsRatio,PopulationPerHousehold,IncomeToAgeRatio,IsCoastal,TotalRooms,LuxuryScore
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,1.555,8.667385550436231,0.23859934853420198,2.1386138613861387,0.040003773584905665,1,1227.9999999999998,2.737755625657203
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.3627684964200477,37.84,-122.26,1.587,12.625867931943883,0.20321572130415363,2.3627684964200477,0.03904117647058824,1,2239.0,3.1639977998580555
2.6033,52.0,5.465454545454546,1.0836363636363637,690.0,2.5090909090909093,37.84,-122.27,1.629,13.713322314049588,0.19827012641383898,2.5090909090909093,0.0491188679245283,1,1503.0,4.05467347150259
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,1.475,11.146719407751489,0.24500665778961384,2.463855421686747,0.0331170731707317,1,751.0000000000001,1.7734048695652176
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,1.598,11.366650243363491,0.22391702257474067,2.5382513661202184,0.039848837209302324,1,1639.0,2.168669111969112
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,1.139,10.821501724409586,0.2220853858784893,2.1234309623430963,0.032547169811320754,1,2435.9999999999995,2.8145344943067654
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0.997,13.631848520710061,0.19964454976303314,2.624615384615385,0.041143396226415094,1,1688.0,3.124662818336163
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,12.563419509894208,0.19649280575539568,2.3838862559241707,0.04905660377358491,1,2224.0,4.049299719887955
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184873,37.85,-122.28,1.075,11.976202245604123,0.22990654205607478,2.6638655462184873,0.05723333333333333,1,535.0,2.9496169724770644
2.4597,49.0,4.7280334728033475,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,12.008018066910594,0.215929203539823,2.5397489539748954,0.049194,1,1130.0,3.2854148936170215
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,13.270790373646175,0.22181243414120125,2.7758186397984885,0.03411320754716981,1,1898.0000000000002,2.289248832555037
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,1.089,10.524974411006173,0.23631123919308358,2.3911205073995774,0.032203921568627454,1,2082.0,2.1318433915211967
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,1.32,11.98563995837669,0.2194787379972565,2.5483870967741935,0.031839622641509434,1,729.0,2.2367045454545456
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,11.572380392486213,0.23329853862212943,2.2830687830687832,0.038548,1,1916.0,2.9757440773569703
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,12.93033252605653,0.2234091964700418,2.6485260770975056,0.03700943396226415,1,2153.0,2.624679614667495
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,1.104,17.57159278235687,0.21279916753381894,3.062686567164179,0.03667142857142857,1,1922.0,2.5375766348273325
1.375,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,1.049,11.528625936567474,0.22114803625377644,2.291793313069909,0.0275,1,1655.0,2.1012234533702676
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,11.669393239028736,0.21538461538461537,2.3470149253731343,0.05250576923076923,1,2665.0,4.055880434782609
1.4861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,0.972,9.936725206611571,0.23209876543209873,2.159090909090909,0.029722,1,1215.0,2.165001798561151
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,12.687137178643942,0.24026696329254726,2.6390374331550803,0.022391836734693877,1,1798.0,1.4494971344599559
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,8.382608106693594,0.25810721376571805,2.235732009925558,0.026609433962264152,1,1511.0,1.6341743098159514
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,1.914,10.607660162754893,0.22448979591836735,2.2297734627831716,0.06566037735849056,1,1470.0,5.125851703406813
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,6.91319857312723,0.2939967105263158,1.978448275862069,0.048864150943396224,1,2432.0,3.038298890496865
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,1.554,10.09511296266624,0.25165165165165165,2.3949367088607594,0.039581132075471696,1,1665.0000000000002,2.6046510067114093
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,7.804906372477864,0.33226495726495725,2.076305220883534,0.024715384615384615,1,936.0,1.5704271540469972
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,9.221634332745445,0.28330995792426367,2.4444444444444446,0.020499999999999997,1,713.0,1.1226190476190476
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,11.316447301295785,0.21263157894736842,2.3585858585858586,0.07479811320754717,1,949.9999999999999,5.663285714285713
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,11.169778570088198,0.21552321552321552,2.26027397260274,0.056839622641509435,1,1442.9999999999998,4.566215861344538
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,1.823,8.14813190427894,0.25362318840579706,1.8795811518324608,0.05050566037735849,1,1656.0,4.029800727272727
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,7.498701523545706,0.2862222222222222,2.026315789473684,0.039725490196078427,1,1125.0,2.477445652173913
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,8.778546766860911,0.30983118172790464,2.205533596837945,0.03942727272727273,1,1007.0,2.154061159062885
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,10.310625,0.3125,2.64375,0.023185365853658536,1,624.0000000000001,1.0174518010291596
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,5.344460227272727,0.39640591966173366,1.9886363636363635,0.043292682926829265,1,946.0,1.5961501901140687
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,3.4327891411772065,0.5055803571428571,1.678082191780822,0.0419,1,896.0,0.7041200341005966
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,11.964744731329498,0.24411134903640253,2.6068796068796067,0.03419318181818182,1,1868.0000000000002,1.9144455040871935
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,12.171950231481482,0.2648245886370692,2.720833333333333,0.026447619047619046,1,3221.0,1.3355307204180666
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,11.837875,0.2797546012269938,2.905,0.023537735849056603,1,1630.0000000000002,1.3018085787451985
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,15.107480336716462,0.20085470085470086,3.0085836909871246,0.030373584905660375,1,1169.9999999999998,2.0165588865096353
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,11.246280991735539,0.2571428571428571,2.618181818181818,0.026628301886792452,1,945.0000000000001,1.675475502512563
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,11.479196791938104,0.23263327948303716,2.4015444015444016,0.02840943396226415,1,1237.9999999999998,2.1158417707150963
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,18.207336737436176,0.22498321020819342,2.9836065573770494,0.015418867924528302,1,1489.0,1.2518629629629632
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,16.118832236842106,0.24585436193222782,3.5328947368421053,0.02296415094339623,1,1387.0,1.2250491291727141
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,0.6,4.57125269313635,0.2721518987341772,1.6491228070175439,0.8541666666666666,1,158.0,2.681291390728477
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,17.759558466069947,0.18822479928635147,2.962566844919786,0.06401698113207548,1,1121.0000000000002,5.132848717948719
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,21.94706994328923,0.21481481481481482,3.739130434782609,0.12236599999999999,1,135.0,7.57771100917431
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,19.250201558720775,0.25,3.0901639344262297,0.01766862745098039,1,759.9999999999999,1.3724168336673348
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,0.761,25.224635101459594,0.19362745098039214,3.2767295597484276,0.02247169811320755,1,1224.0,2.1438
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,18.349030470914126,0.21980676328502416,2.9473684210526314,0.052934693877551016,1,828.0000000000001,4.090793142857143
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,17.445165718207555,0.20693069306930692,3.229946524064171,0.022013207547169813,1,1010.0000000000001,1.4897180783817952
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,10.401908840179997,0.24329896907216494,2.3734939759036147,0.016440816326530612,1,1454.9999999999998,1.046560714285714
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,0.813,23.383034846591702,0.23758519961051605,3.3469387755102042,0.04923396226415094,1,1027.0,4.193824413145539
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,23.30874479476502,0.19055944055944057,3.341463414634146,0.034935849056603775,1,572.0,2.975042696629213
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,13.67783489275985,0.22991788646911815,2.983633387888707,0.02085531914893617,1,2801.0,1.127995152013147
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,18.66550933101866,0.19791666666666669,3.0866141732283463,0.06562592592592592,1,768.0,2.6220023121387284
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,0.952,7.092103376819717,0.3176470588235294,2.101083032490975,0.015502127659574469,1,934.9999999999999,0.7930628637951106
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.75,20.457063711911356,0.24170616113744076,3.6842105263157894,0.035,1,844.0,2.0744382022471908
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,0.675,4.408163265306123,0.3333333333333333,2.5714285714285716,0.010636170212765958,1,11.999999999999998,0.23995199999999997
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,13.689298434055063,0.19281437125748502,2.180451127819549,0.11823809523809524,1,835.0,4.901430260047282
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,1.775,4.890977111990909,0.3734842360549717,1.7357630979498861,0.05133888888888889,1,1237.0000000000002,0.9517999167360534
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.021,13.901845368822878,0.1928620452985587,2.4282907662082516,0.06611891891891893,1,2914.0,4.08527770773639
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,1.083,20.309622161544027,0.20132560066280034,3.4830917874396135,0.055555,1,1207.0,1.4451483836206895
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,17.412828402366863,0.21432664756446992,3.243076923076923,0.03344166666666667,1,1744.9999999999998,1.0156178390137778
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,9.793798126951092,0.2573099415204678,2.2193548387096773,0.051574358974358976,1,684.0,2.757109418837676
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,1.625,6.737419331665091,0.31277056277056275,2.1072664359861593,0.08333333333333333,1,924.0,1.5434298440979957
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,12.254464285714285,0.26666666666666666,3.267857142857143,0.022013207547169813,1,210.0,1.0251338912133894
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,1.125,8.984013740256309,0.2852941176470588,2.2988505747126435,0.028694339622641507,1,340.0,1.801644599303136
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,5.55904266389178,0.42487046632124353,2.232258064516129,0.015235849056603773,1,385.99999999999994,0.6221457085828342
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188,15.500717761983125,0.1940928270042194,2.7633136094674557,0.050244444444444446,1,948.0,2.696135849056604
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,22.03561436672968,0.18499353169469598,3.2782608695652176,0.045439622641509435,1,773.0,3.783772154471545
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,3.5468144044321335,0.5125,1.5315789473684212,0.023829268292682927,1,880.0,0.8937214137214138
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,1.625,4.387052341597796,0.3977142857142857,1.6545454545454545,0.06909090909090909,1,875.0,0.7591324200913243
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,8.629191321499015,0.39999999999999997,3.2051282051282053,0.08838181818181817,1,105.0,0.6224451219512195
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,13.647612456747405,0.3132530120481928,4.658823529411765,0.023460377358490568,1,248.99999999999997,0.6436727650727649
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,1.625,6.068190836665548,0.39436619718309857,2.2099447513812156,0.12316470588235294,1,993.9999999999999,1.7910819277108432
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,1.375,25.09814049586777,0.4046511627906976,10.272727272727273,0.016354716981132077,1,215.00000000000003,0.1878649193548387
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,1.625,15.86159169550173,0.32291666666666663,5.617647058823529,0.014150943396226415,1,96.00000000000001,0.32
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,1.875,8.305447129511863,0.328909952606635,2.377483443708609,0.09412142857142858,1,1055.0,2.7258303921568627
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,10.435212229869459,0.363265306122449,2.841541755888651,0.0461925,1,1715.0,1.7663352842809363
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,3.4257179278728187,0.46481516231938447,1.493327593628928,0.05431351351351351,1,5329.0,1.8489569060773479
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,6.759988509049124,0.2895996518711923,1.735593220338983,0.088578125,1,4596.0,4.035737918215613
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,1.25,8.171718391498612,0.3194029850746269,2.21978021978022,0.06687333333333334,1,335.0,2.293778156996587
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,4.769515520000001,0.3449212384573601,1.6192,0.05297826086956521,1,3682.0,1.370347281612706
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,6.9527842565597675,0.29865125240847784,1.8755102040816327,0.06869473684210525,1,3633.0,3.3653595457771464
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,6.86555136,0.30369415807560135,1.8432,0.08304,1,4656.000000000001,3.2636542487338214
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,6.640213403872987,0.2760936961763693,1.7120908483633934,0.1109551724137931,1,5806.0,4.601469507389162
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,6.3905432440751,0.28337236533957844,1.706140350877193,0.078125,1,854.0,4.325364667747164
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,5.1327411255319095,0.3252900232018561,1.4600326264274062,0.048669811320754715,1,2155.0,3.6862218169761274
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,4.932671586907257,0.3260091977516607,1.5030743432084963,0.08116,1,5871.0,3.7242435462259937
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,17.083210158559528,0.14910536779324055,2.762295081967213,0.09303018867924528,1,1509.0,8.104875163398694
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,6.908058248691906,0.23790720631786771,1.5548245614035088,0.06174905660377358,1,2026.0000000000002,5.691407896995709
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,6.77201769951259,0.26166097838452784,1.6255924170616114,0.0597943396226415,1,1758.0,5.0282290613718414
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,9.75039765364949,0.21574260270037346,2.011142061281337,0.07358490566037736,1,3481.0000000000005,6.279324699352451
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,2.25,7.885896231988607,0.25621816002397363,1.8952618453865338,0.1347,1,3336.9999999999995,5.613834237726097
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,12.235779343529817,0.2029494382022472,2.1739130434782608,0.09606981132075472,1,1424.0,9.02936587795766
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,2.185,6.586078867651396,0.28826463638750327,1.7671232876712328,0.08008787878787879,1,3809.0000000000005,3.5596909830268744
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,4.675134985135937,0.3020964890123769,1.4371405094494658,0.11197407407407407,1,3959.0,4.035483715441671
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,2.241,8.282802632897859,0.23526936026936027,1.8092485549132948,0.05940377358490566,1,2376.0,5.130725925925925
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,6.113828305743358,0.2653440793552387,1.599526066350711,0.09645,1,1613.0,5.105431722880584
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,2.316,8.06539837744004,0.22439405785770133,1.8350515463917525,0.0593,1,1279.0000000000002,4.872447393939395
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,4.656268157007758,0.34846674631620866,1.5400361228175798,0.08356551724137931,1,5022.0,2.8846444181085564
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,6.958857843214747,0.26372315035799526,1.7222757955641272,0.05829622641509434,1,4190.0,4.5858459086078645
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,17.534446448979004,0.15864811133200796,2.6005361930294906,0.11489411764705883,1,2515.0,10.97311541325391
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,3.476,14.8204910192369,0.14299212598425198,2.263917525773196,0.11014166666666668,1,3175.0,10.603657612128869
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,14.467406066093258,0.1576086956521739,2.1117021276595747,0.14180952380952383,1,2576.0,13.113381196581196
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,14.817564508827525,0.16167664670658682,2.0851063829787235,0.13063947368421053,1,334.0,11.435008275862069
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,3.736,18.292089724091646,0.1467857142857143,2.632754342431762,0.11968679245283019,1,2800.0,12.132185792349727
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,13.484726889051215,0.16265230943610087,2.120720720720721,0.09768490566037735,1,3529.0,10.548898210161664
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,3.911,17.472933944123128,0.139739663093415,2.455040871934605,0.13651698113207547,1,2612.0,14.904467507886435
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,11.74906886258994,0.19822205409494992,2.1244769874476988,0.18817241379310345,1,5287.0,9.658908269166387
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,2.952,13.188510335990516,0.16115843270868824,2.152400835073069,0.14705882352941177,1,2934.9999999999995,14.577814569536423
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,13.046224983095264,0.17435747663551404,2.274706867671692,0.13376444444444444,1,3423.9999999999995,10.542417186700765
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,18.85703597714371,0.13504307753957123,2.470948012232416,0.18425365853658537,1,4991.0,16.609696211453745
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,15.86145228603728,0.15649027589326098,2.4606413994169096,0.1956967741935484,1,2211.0,11.30012855939343
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.259,14.077620967741936,0.16129032258064516,2.2983870967741935,0.2015657142857143,1,3038.0,13.10053936430318
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,3.926,22.89990966096291,0.12987012987012986,2.747422680412371,0.6106157894736842,1,1617.0,25.804606464924348
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.193,15.649914139689884,0.1605584642233857,2.419864559819413,0.20800555555555555,1,2865.0,14.160853465346534
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,3.333,14.044602867290662,0.15557749259624878,2.1240208877284594,0.1970742857142857,1,5065.0,14.599391558712911
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.352,17.00659279778393,0.138763197586727,2.4368421052631577,0.28292758620689656,1,1326.0,16.66109862174579
